Judul,penulis,dosen_pembimbing_1,dosen_pembimbing_2,abstrak
Pengembangan Media Pembelajaran Jaringan Dasar Berbasis Android Untuk Kelas X TKJ Di SMKN 1 Arosbaya,Penulis : muhammad hasan mubaroq,"Dosen Pembimbing I : Muchamad Arif, S.Pd., M.Pd.","Dosen Pembimbing II :Medika Risnasari, S.ST., M.T.","Pesatnya perkembangan teknologi smartphone android tidak dapat dipungkiri khususnya dikalangan siswa, dari hasil observasi diketahui bahwasanya minimnya kesadaran siswa menggunakan smartphone kearah belajar mandiri. Sampai saat ini pembelajaran konvensional diterapkan dan dipadukan dengan buku, modul, LCD proyektor, dikarenakan minimnya inovasi media yang digunakan dalam pembelajaran jaringan dasar. Penelitian ini bertujuan untuk 1) Mengembangkan media pembelajaran jaringan dasar berbasis android 2) Mengetahui penilaian dari ahli media, ahli materi mengenai kelayakan media pembelajaran jaringan dasar berbasis android, 3) Mengetahui penilaian dan respon siswa kelas X TKJ SMKN 1 Arosbaya mengenai kelayakan media pembelajaran jaringan dasar berbasis android. Model penelitian yang digunakan adalah  model ADDIE, dimana prosedur dan langkah-langhkahnya yakni analisis (analisys), perancangan (design), pengembangan (development), Implementasi (Implementation), evaluasi (evaluation). Subjek penelitian yang terlibat adalah 1 orang ahli media, 1 orang ahli materi, dan 42 siswa kelas X TKJ SMKN 1 Arosbaya, sedangkan objek yang diteliti adalah kelayakan media pembelajaran jaringan dasar berbasis android yang meliputi aspek efektifitas, efisiensi, serta aspek daya tarik. Rata-rata hasil dari keseluruhan uji coba diperoleh persentase 86%. Dengan demikian, media pembelajaran jaringan dasar berbasis android layak digunakan sebagai media pembelajaran pada mata pelajaran jaringan dasar.
Kata Kunci: media pembelajaran, jaringan dasar, android, ADDIE.
"
Pengaruh Model Pembelajaran Kooperatif Tipe Snowball Throwing Terhadap Gaya Belajar Siswa Pada Mata Pelajaran Struktur Sistem Operasi Open Source ,Penulis : Machmud Yunus,"Dosen Pembimbing I : Puji Rahayu Ningsih, S.Pd., M.Pd","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd., M.Pd ","Penelitian bertujuan untuk mengetahui pengaruh model pembelajaran kooperatif tipe snowball throwing terhadap hasil belajar siswa kelas X TKJ SMKN 1 Arosbaya dan untuk mengetahui respon siswa terhadap model pembelajaran kooperatif tipe snowball throwing. Metode yang digunakan adalah eksperimen menggunakan tes. Teknik analisis menggunakan uji normalitas dalam penelitian ini berdistribusi normal. Sedangkan uji homogenitas bersifat homogen. Hasil perhitungan uji t diperoleh t_hitung = 4,1767 > t_tabel = 2,0739 Jadi, dapat disimpulkan bahwa thitung > ttabel sehingga Ho ditolak dan Ha diterima. Uji linieritas diperoleh  nilai  F_hitung=17,44498 dan F_tabel=4,3 mempunyai hubungan linier. Uji regresi linier sederhana konstanta  ????  =  49,75  dan nilai  konstanta  b  =  0,41  dengan  hasil  uji  regresi  linier  sederhana menunjukkan bahwa terdapat  pengaruh  model pembelajaran dan uji  gain  ternormalisasi  terdapat peningkatan dari  hasil kedua kelas akan tetapi dari kelas eksperimen  lebih  besar peningkatannya  yakni  0,33  berkategorikan  sedang."
PENGEMBANGAN MEDIA PEMBELAJARAN SIMULASI INSTALASI SISTEM OPERASI LINUX DEBIAN 8 MENGGUNAKAN ADOBE FLASH CS6 DI SMK NEGERI 1 LABANG,Penulis : M. Fathur Rozi,"Dosen Pembimbing I : Muchamad Arif,S.Pd.,M.Pd","Dosen Pembimbing II :Medika Risnasari,S.St.,M.T","ABSTRAK

 Pengembangan media pembelajaran simulasi instalasi sistem operasi linux Debian 8 dilatarbelakangi oleh cara penyampaian pembelajaran yang masih menggunakan papan tulis, buku, LCD Proyektor sekaligus power poin dalam mata pelajaran sistem operasi. Oleh karena itu, diperlukan sebuah media pembelajaran dalam mata pelajaran sistem operasi. Pengembangan ini bertujuan untuk mengembangkan media pembelajaran âPintar Debian 8 Jessieâ berbasis android pada mata pelajaran sistem operasi materi instalasi sistem operasi metode cleans install kelas XI Teknik Komputer Jaringan. Model dalam pengembangan ini menggunakan model pengembangan yang digunakan untuk mengembangkan dan menguji keefektifan dari produk media pembelajaran tersebut. Prosedur pengembangan mengikuti model ADDIE. Instrumen dalam pengembangan ini menggunakan kuesioner dan wawancara tidak terstruktur. Teknik analisis data yang digunakan adalah Teknik deskriptif kualitatif dan kuantitatif. Hasil penelitian pengembangan media pembelajaran dari penilaian ahli media pembelajaran sebesar 83%, penilaian validasi materi pembelajaran sebesar 88%, penilaian uji coba perorangan sebesar 96%, penilaian uji coba kelompok kecil sebesar92% dan penilaian uji coba kelompok besar sebesar 80%. Hasil tersebut menunjukkan bahwa media pembelajaran âPintar Debian 8 Jessieâ berbasis android dapat digunakan sebagai media pembelajaran sistem operasi.

Kata kunci: pengembangan, media pembelajaran Debian 8 jessie, sistem operasi, linux 
"
"PENGEMBANGAN SISTEM INFORMASI AKADEMIK 
BERBASIS WEB DENGAN FRAMEWORK CODEIGNITER DI 
SMK NEGERI 1 WONOASRI MADIUN",Penulis : Wahdiyatsalim Musyafi,"Dosen Pembimbing I : Medika Risnasari, S.ST., M.T.","Dosen Pembimbing II :Puji Rahayu Ningsih, S.Pd., M.Pd.","Selama ini pekerjaan dan informasi yang berkaitan dengan akademik masih menggunakan sistem manual. Untuk itu ada beberapa kelemahan, yaitu pengolahan data yang kurang efektif dan efisien, keterlambatan dalam mencari sebuah data. Bahkan data yang ada mempunyai resiko rusak ataupun hilang.
Penelitian ini bertujuan untuk mengembangkan sistem informasi berbasis web dengan framework codeignniter di smk negeri 1 wonoasri. Mengetahui layak tidaknya sistem informasi akademik dan membantu T.U. Walikelas, Guru dan siswa dalam memperoleh informasi tentang jadwal dan nilai dengan efisien.
Penelitian ini menggunakan metode penelitian pengembangan dengan mengikuti model waterfall dengan langkah langkah (1) Analisis dan Definisi Kebutuhan (2)Perancangan sistem (3) Implementasi dan Pengujian Unit (4) Integrasi dan pengujian sistem (5) Operasi dan pemeliharaan . Dalam penelitian ini dilakukan tiga tahapan uji coba untuk memperoleh  sebuah sistem yang diinginkan. Pertama uji coba ahli rekayasa perangkat lunak, kedua uji coba ahli isi, ketiga uji coba pengguna.Hasil penelitian menunjukkan bahwa nilai yang diperoleh sistem informasi akademik berbasis web dengan framework codeigniter ini dari: 1) Ahli sistem informasi di aspek functionality dengan mengunakan skala guttman yang mendapatkan hasil âlayakâ, di aspek usability mendapatkan nilai 83,15% dengan kualifikasi âsangat layakâ,  2) uji coba user mendapatkan nilai 85,31% dengan kualifikasi âsangat layakâ. Dengan demikian sistem informasi ini memiliki kualifikasi sangat layak sebagai sistem informasi akademik berbasis web dengan framework codeigniter di SMK Negeri 1 Wonoasri Madiun.
"
Pengaruh Model Pembelajaran Project Based Learning Terhadap Hasil Belajar Siswa Kelas X Pada Mata Pelajaran Perakitan Pc Di SMKN 1 Arosbaya   ,Penulis : Ach Darori,"Dosen Pembimbing I : Muchamad Arif, S.Pd., M.Pd","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd., M.Pd ","Penelitian ini muncul karena terdapat permasalahan yang terjadi di SMKN Arosbaya salah satunya yaitu hasil belajar siswa yang rendah, yang kami peroleh informasi dari hasil wawancara dengan guru pengampu terkait permasalahan tersebut. Tujuan dari penelitian ini mengetahui bagaimana pengaruh model pembelajaran Project Based Learning terhadap hasil belajar siswa. Penelitian ini merupakan penelitian eksperimen yang menggunakan pendekatan kuantitatif. Instrumen yang digunakan adalah tes, yaitu berupa pretest dan  postest teknik analisis menggunakan uji normalitas, uji homogenitas, uji linieritas, uji regresi linier sederhana dan uji t. Data yang diperoleh pada sample penelitian ini berdistribusi normal dan homogen, sedangkan pada uji linier diperoleh data pretesr dan posttest berpola linier dan pada uji regresi linier sederhana terdapat peningkatan hasil posttest siswa, pada uji t diperoleh t_hitung = 2,3756 > t_tabel = 2,0739 artinya bahwa  t_hitung > t_tabel sehingga Ho ditolak dan Ha diterima artinya bahwa terdapat  pengaruh  model pembelajaran Project Based Learning  terhadap hasil belajar siswa.. Kesimpulanya adalah Model pembelajaran Project Based Learning dapat digunakan untuk mengatasi permasalahan hasil belajar siswa pada pelajaran perakitan Pc."
PENGARUH STRATEGI PEMBELAJARAN CTL (CONTEXTUAL TEACHING AND LEARNING) TERHADAP HASIL BELAJAR SISWA MATA PELAJARAN KKPI MATERI MICROSOFT ACCESS KELAS XI TKJ SMK NURUL AMANAH,Penulis : Seftiana Tika Rasulia,"Dosen Pembimbing I : Ariesta Kartika Sari, S.Si., M.Pd.","Dosen Pembimbing II :Puji Rahayu Ningsih, S.Pd., M.Pd.","Penelitian ini bertujuan untuk mengetahui pengaruh penerapan strategi pembelajaran Contextual Teaching and Learning (CTL) terhadap hasil belajar siswa mata pelajaran KKPI materi Microsoft Access kelas XI TKJ SMK Nurul Amanah. Penelitian ini menggunakan metode kuantitatif dengan desain penelitian Quasi Experimental jenis Nonequivalent Control Group Design. Sampel yang digunakan dalam penelitian ini sebanyak 29 siswa dengan menggunakan teknik sampling jenuh. Pengumpulan data menggunakan instrumen tes hasil belajar siswa, lembar observasi aktivitas guru dan aktivitas siswa. Hasil Penelitian menunjukkan bahwa rata-rata pretest dan posttest kelas eksperimen yaitu 41,89 dan 74,65. Uji Regresi Linier Sederhana menunjukkan strategi pembelajaran contextual teaching and learning dapat meningkatkan hasil belajar siswa sebesar 74,310. Berdasarkan hasil uji hipotesis diperoleh thitung = 17, 603 > ttabel = 2,051, maka Ho ditolak, artinya terdapat pengaruh yang signifikan strategi pembelajaran contextual teaching and learning terhadap hasil belajar siswa. Hasil observasi aktivitas guru secara klasikal memperoleh rata-rata 89,47% dengan kategori sangat baik dan hasil observasi aktivitas siswa secara klasikal memperoleh rata-rata 77% dengan kategori sangat baik.
Kata Kunci : Contextual Teaching and Learning, Microsoft Acccess"
Pengembangan Media Pembelajaran Berbasis Game Edukasi Menggunakan Unity pada Materi Jaringan Komputer untuk Kelas XI TKJ di SMKN 1 Kamal,Penulis : Cahya Dwi Nugroho,"Dosen Pembimbing I : Dr. Arif Muntasa, S.Si., M.T.","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd., M.Pd.","Media pembelajaran berbasis game edukasi berfungsi untuk mengubah sikap pasif siswa agar dapat memperhatikan dalam proses pembelajaran dan sebagai hiburan yang menyenangkan untuk belajar sehingga salah satu upaya yang dapat dilakukan untuk menghilangkan kebosanan dan kesulitan dalam proses pembelajaran adalah dengan menggunakan media pembelajaran berbasis game edukasi menggunakan unity pada materi jaringan komputer untuk kelas XI TKJ di SMKN 1 Kamal. Hasil uji kelayakan kepada siswa diperoleh penilaian yang berupa angket. Angket tersebut kemudian dianalisis untuk mendapatkan presentase dari (1) uji coba perorangan yang mendapatkan presentase sebesar 85%, yang berada dalam kategori tinggi; (2) uji coba kelompok kecil yang mendapatkan presentase sebesar 89%, yang berada dalam kategori tinggi; (3) uji coba kelompok besar yang mendapatkan presentase sebesar 91%, yang berada dalam kategori sangat tinggi. Berdasarkan hasil uji coba tersebut dapat disimpulkan bahwa media pembelajaran berbasis game edukasi menggunakan unity pada materi jaringan komputer untuk kelas XI TKJ di SMKN 1 Kamal layak untuk digunakan sebagai bahan ajar bagi siswa."
Pengembangan Sistem Informasi Perpustakaan Berbasis Java Gui Di Smks Ibnu Cholil Bangkalan,Penulis : Muhammad Jirjis,"Dosen Pembimbing I : Dr. Indah Agustien S., S.Kom., M.Kom","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd., M.Pd","ABSTRAK
Jirjis, Muhammad. 2017. Pengembangan Sistem Informasi Perpustakaan Berbasis Java Gui di SMKS Ibnu Cholil Bangkalan. Program Studi Pendidikan Informatika, Program Pascasarjana Universitas Trunojoyo Madura. Pembimbing : (I) Dr. Indah Agustien S. S.Mom., M.Kom., dan (II) Sigit Dwi Saputro, S.Pd., M.Pd 
Kata-kata Kunci: Sistem Informasi Perpustakaan, Waterfall, Java Gui .
Proses peminjaman dan pengembalian buku perpustakaan akan memakan banyak waktu dan biaya jika menggunakan pencatatan peminjaman yang harus dilakukan secara manual oleh pustakawan. Pemanfaatan sistem informasi perpustakaan berbasis Java Gui dapat menghemat waktu dan biaya karena proses yang sudah dilakukan oleh komputer dan akan semakin mempercepat proses peminjaman dan pengembalian buku serta mengurangi kesalahan menginputkan kode buku saat melakukan peminjaman buku. Penelitian ini bertujuan untuk memuat sistem informasi perpustakaan berbasis Java Gui di SMKS Ibnu Cholil Bangkalan
Penelitian ini menggunakan metode Research and Development (R&D). Model proses pengembangan software menggunakan model waterfall yang terdiri dari: (1) analisis kebutuhan, (2) desain sistem, (3) implementasi/coding, (4) pengujian. 
Penelitian menemukan bahwa: (1) pengujian fungsionalitas yang dilakukan oleh ahli media memperoleh hasil yang baik karena fungsi-fungsi yang ada pada sistem informasi berfungsi dengan baik sesuai dengan input dan output yang diinginkan. (2) pengujian penerimaan pengguna (user acceptance) yang dilakukan oleh ahli materi  diperoleh tingkat persetujuan pengguna sebesar 88% (sangat tinggi). (3) pengujian usability yang dilakukan pada agket respon pengguguna diperoleh tingkat persetujuan sebesar 97,15% (sangat tinggi).
"
PENGEMBANGAN MEDIA PEMBELAJARAN MULTIMEDIA 3 DIMENSI (3D) UNTUK MATERI PENCARIAN KESALAHAN DASAR PADA KOMPUTER DI SMK NEGERI 1 AROSBAYA,Penulis : Khoirul Anwar,"Dosen Pembimbing I : Eka Mala Sari Rochman, S.Kom., M.Kom","Dosen Pembimbing II :Medika Risnasari, S.ST., M.T","Pengembangan media pembelajaran multimedia 3 dimensi dilatar belakangi oleh keterbatasan fasilitas seperti tidak lengkapnya komponen PC yang digunakan siswa saat praktikum sehingga membuat siswa merasa kesulitan dalam menerima pelajaran yang sedang berlangsung. Oleh karena itu diperlukan inovasi untuk menyelesaikan permasalahan tersebut. 

Penelitian ini bertujuan mengembangkan media pembelajaran multimedia 3 dimensi untuk siswa kelas X teknik komputer jaringan materi pencarian kesalahan dasar pada komputer. Metode dalam pengembangan ini digunakan untuk mengembangkan dan menguji kelayakan dari media tersebut. Adapun prosedur yang digunakan mengacu pada model pengembangan ADDIE. Tahapan tersebut yaitu analisis, desain, pengembangan, dan evaluasi.

Berdasarkan hasil penelitian pengembangan dari penilaian validasi oleh ahli isi/materi diperoleh persentase 90.90%, penilaian validasi ahli media diperoleh 84.70%, penilaian uji coba perorangan 90.60%, penilaian uji coba kelompok besar (lapangan) 88.86%. Hasil tersebut menunjukkan bahwa media pembelajaran multimedia 3 dimensi layak untuk digunakan. 
Kata kunci : Multimedia 3D, Pengembangan media, Kelas X TKJ."
EFEKTIVITAS PENERAPAN MODEL PEMBELAJARAN PROBLEM BASED INTRUCTION PADA MATERI CASCADING STYLE SHEET KELAS X-TKJ DI SMK NEGERI 1 LABANG,Penulis : Yogi Tri Cahya Salam,"Dosen Pembimbing I : Ariesta Kartika Sari, S.Si., M.Pd.","Dosen Pembimbing II :Wanda Ramansyah, S.Pd., M.Pd.","Penelitian  ini  bertujuan  untuk  mengetahui  efektivitas  model  pembelajaran  problem  based 
instruction  (PBI)  pada  materi  cascading  style  sheet  (CSS)  kelas  X  TKJ  di  SMK  Negeri  1 
Labang.  Penelitian  ini  merupakan  penelitian  k uantitatif  yang  menggunakan  desain  quasi 
eksperimental  design.  Pengambilan  data  menggunakan  instrumen  tes  berupa  pilihan  ganda, 
analisis  data  menggunakan  ketuntasan  belajar  siswa,  uji-t  dan  uji  gain.  Kelas  eksperimen 
diterapkan model PBI.
Hasil penelitian yang diperoleh yaitu ketuntasan belajar siswa kelas eksperimen mencapai 81%. 
Hasil  belajar  siswa  kelas  eksperimen  lebih  baik  dibandingkan  dengan  hasil  belajar  kelas 
kontrol,  dibuktikan  dengan  uji-t  yaitu  thitung  4,306  lebih  besar  daripada  ttabel  1,697.  Aktivitas 
Siswa  tergolong  aktif  dengan  persentase  73%  dan  aktivitas  guru  termasuk  kategori  âsangat 
baikâ  dengan persentase 94%, didukung dengan keterampilan guru mencapai persentase 92% 
dengan  kategori  sangat  baik.  Respon  siswa  terhadap  pembelajaran  adalah  baik  dengan 
persentase  77%.  Sehingga  dapat  disimpulkan  model  PBI  efektif  pada  mata  pelajaran 
pemrograman web materi CSS di kelas 10 TKJ SMK Negeri 1 Labang.
Kata Kunci: Efektivitas, Model Problem Based Instruction, Materi Cascading Style Sheet."
Pengaruh Media Pembelajaran Visual Grafis Mind Mapping Terhadap Hasil Belajar Siswa pada Mata Pelajaran Sistem Operasi Kelas X TKJ di SMKN 1 Arosbaya,Penulis : Firdaus romadoni,"Dosen Pembimbing I : Ariesta Kartika Sari, S.Si.,M.Pd. ","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd.,M.Pd.","Permasalahan  belajar siswa pada mata pelajaran Sistem Operasi karena sistem mengajar  masih mengunakan metode ceramah sehingga siswa untuk belajar di dalam kelas menjadi kurang menarik dan siswa menunjukkan kekurang pahaman dalam pembelajaran selanjutnya. Karena sistem pembelajaran atau cara mengajar guru di dalam kelas merupakan hal dasar yang dapat berpengaruh besar terhadap tercapainya tujuan pembelajaran dan hasil belajar siswa.
Dalam penelitian ini di harapkan media pembelajaran yang menjadi solusi dalam permasalahan kurangnya pemahaman siswa,  pembelajaran sistem operasi di SMK negeri 1 Arosbaya. Tujuan dilakukannya penelitian ini adalah untuk mengetahui pengaruh pembelajaran menggunakan media mind mapping terhadap hasil belajar siswa pada materi sistem operasi. Penelitian ini merupakan penelitian kuantitatif menggunakan Quasi Experimental Design dengan desain penelitian Nonequivalent Control Group Design. Penelitian dilakukan di SMKN 1 Arosbaya dengan sampel yang digunakan sampel jenuh, dimana semua anggota populasi dijadikan sampel yaitu kelas TKJ A sebagai kelas eksperimen dan kelas TKJ B sebagai kelas kontrol. Instrumen yang digunakan adalah soal tes hasil belajar yang  berupa pretest dan postest, lember pengamatan dari guru dan siswa. Tes menggunakan uji signifikan diperoleh thitung sebesar 18.662 dan ttabel sebesar 2,068,sehingga thitung lebih dari ttabel dapat dinyatakan bahwa Ho ditolak dan Ha diterima. Kesimpulan dari penilitian ini ada pengaruh media pembelajaran visual grafis  mind mapping
"
PENGARUH MODEL INQUIRY TRAINING TERHADAP HASIL BELAJAR SISWA MATERI APLIKASI JARINGAN PADA SISTEM OPERASI KOMPUTER KELAS X TKJ DI SMK NURUL AMANAH BANGKALAN ,Penulis : Fitria Marlia Ulfa,"Dosen Pembimbing I : Ariesta Kartika Sari S.Si.,M.Pd","Dosen Pembimbing II :Wanda Ramansyah S.Pd.,M.Pd","Penelitian ini bertujuan untuk mengetahui pengaruh model inquiry training terhadap hasil belajar siswa pada materi Aplikasi jaringan pada sistem operasi komputer. Penelitian yang dilaksanakan pada bulan Juni 2017 ini menggunakan metode quasi experiment dengan desain pretest dan posttest. Sampel penelitian ini berjumlah 25 siswa untuk kelas eksperimen dan 19 siswa untuk kelas kontrol. Pengambilan data menggunakan instrumen tes berupa pilihan ganda, analisis data menggunakan uji-t. Hasil penelitian ini diperoleh yaitu  = 2,331568 >   = 2,0639 dengan  yang berarti Ho ditolak dan Ha diterima, artinya terdapat pengaruh model inquiry inquiry training terhadap hasil belajar siswa pada materi Aplikasi jaringan pada sistem operasi komputer kelas X TKJ di SMK Nurul Amanah Bangkalan. Rata-rata hasil akhir belajar siswa mengalami peningkatan yaitu pretest kelas eksperimen 38 dan posttest kelas eksperimen 77,00. Pretest kelas kontrol 27,368 sehingga posttest kelas kontrol 57,63. dengan kesimpulan model inquiry training layak digunakan sebagai penelitian. Disarankan kepada pihak sekolah hendaknya memberikan dukungan proses pembelajaran pada model inquiry training dengan memfasilitasi penggunaan internet disekolah sebagai alat bantu dalam pembelajaran, sehingga siswa dapat belajar mandiri dan guru jaringan dasar khususnya di SMK menggunakan model inquiry training dalam pembelajaran agar membuat siswa tidak merasa bosan.
Kata Kunci : Inquiry Training, Hasil Belajar Siswa 
"
PENGARUH PEMBELAJARAN BERBASIS INKUIRI DILENGKAPI PANDUAN PRAKTIKUM PADA MATERI INSTALASI SISTEM OPERASI BERBASIS TEXT TERHADAP HASIL BELAJAR ,Penulis : Joni Frastiyo,"Dosen Pembimbing I : Muchamad Arif, S.Pd, M.Pd.","Dosen Pembimbing II :Sigit Dwi Saputro, S.Pd., M.Pd.","Permasalahan yang terjadi dalam pelaksanaan pembelajaran pada siswa kelas X TKJ SMK Ibnu Cholil Bangkalan diantaranya model pembelajaran yang digunakan masih menggunakan model konvensional, siswa lebih terfokus pada mengingat tanpa memahami konsep dan materi yang diajarkan sehingga aktivitas dan hasil belajar menjadi rendah. Model inkuiri adalah salah satu model pembelajaran yang menekankan kepada aktivitas siswa secara maksimal untuk mencari dan menyelidiki, artinya menempatkan siswa sebagai subjek belajar. Dengan menerapkan model pembelajaran inkuiri bebas dimodifikasi, pemahaman siswa tentang konsep materi dapat meningkat sehingga aktivitas dan hasil belajar yang baik dapat tercapai.  
Penelitian ini bertujuan untuk mengetahui pengaruh pembelajaran berbasis inkuiri dilengkapi panduan praktikum terhadap hasil belajar siswa pada materi instalasi sistem operasi berbasis teks. Metode penelitian ini menggunakan quasi experimental design dengan tipe nonequivalent control group design. Desain penelitian ini memiliki dua sampel, yaitu kelas eksperimen dan kelas kontrol. Kedua kelas tersebut tidak dipilih secara acak (random). Kelas eksperimen adalah kelas yang diberikan perlakuan (treatment), sedangkan kelas kontrol tidak diperikan perlakuan. Metode tersebut didukung dengan teknik-teknik pengumpulan data meliputi lembar observasi, angket dan tes. 
Dari hasil penelitian diperoleh data dengan t_hitung > t_tabel  yaitu 8,014  > 2,086 yang berarti terdapat perbedaan yang signifikan antara rata-rata skor pretest kelompok eksperimen dengan rata-rata skor posttest kelompok kontrol. Dengan demikian dapat disimpulkan bahwa hipotesis alternatif (Ha) diterima dan hipotesis nihil (Ho) ditolak, artinya pembelajaran berbasis inkuiri berpengaruh secara signifikan pada hasil belajar siswa kelas X TKJ SMK Ibnu Cholil Bangkalan pada materi instalasi sistem operasi berbasis teks.
"
"
PENGEMBANGAN MEDIA PEMBELAJARAN MOBILE LEARNING BERBASIS ANDROID MATA PELAJARAN FISIKA KELAS X DI SMK NEGERI 1 KAMAL
",Penulis : Ainina Sofia,"Dosen Pembimbing I : Koko Joni,S.T.,M.Eng.","Dosen Pembimbing II :Medika Risnasari,S.ST., M.T.","Kata-kata Kunci : media pembelajaran,  mobile learning,  android,dinamika gerak, ADDIE

Pemanfaatan handphone yang digunakan bukan untuk belajar namun digunakan untuk bermain membuat pembelajaran didalam kelas tidak maksimal seperti siswa kurang memahami materi, berbicara sendiri dan bermain handphone di dalam kelas membuat pengembang memiliki tujuan untuk membuat media pembelajaran yang memanfaatkan handphone berbasis android untuk hal yang berguna dalam pembelajaran.
Tujuan Penelitian ini adalahmengembangkan media pembelajaran mobile learning berbasis androidmata pelajaran fisika materi dinamika gerak dengan harapan siswa dapat memaksimalkan android yang dimiliki sebagai media pembelajaran.
Penelitian ini merupakan jenis penelitian dan pengembangan R&D (Research and Development). Model penelitian dan pengembangan yang digunakan adalah model ADDIE. ADDIE merupakan singkatan dari analysis, design, development or production, implementation or delevery and evaluations. Merupakan model pengembangan untuk membangun sebuah perangkat media pembelajaran dan infrastruktur program pembelajaran efektif, dinamis dan mendukung kinerja pembelajaran.
Berdasarkan penelitian dan pengembangan yang telah dilakukan, diperoleh hasil presentase kelayakan dari ahli media pembelajaran sebesar 83%, dari ahli materi sebesar 87%,  uji coba perorangan sebesar 91%, uji coba pada kelompok kecil sebesar 90% dan uji coba pemakaian pada kelompok besar sebesar 87%.
"
MOTIVASI BELAJAR SISWA KELAS XI RPL PADA MATERI PERULANGAN DI SEKOLAH YANG MENERAPKAN FULL DAY SCHOOL (STDI KASUS SMKN 3PAMEKASAN),Penulis : ULFATUN HASANAH,"Dosen Pembimbing I : ARIESTA KARTIKA SARI,S.Si, M.Pd","Dosen Pembimbing II :WANDA RAMANSYAH, S.Pd., M.Pd","ABSTRAK

Ulfatun Hasanah, 2017. Motivasi Belajar Siswa Kelas XI RPL pada Materi Perulangan di Sekolah Yang Menerapkan Full Day School (Study Kasus SMKN 3 Pamekasan).Skripsi, Program Studi Pendidikan Informatika, Fakultas Ilmu Pendidikan, Universitas Trunojoyo Madura, Pembimbing I Ariesta Kartika Sari,S.Si.,M.pd., Pembimbing II Wanda Ramansyah, S.pd., M.pd.

Kata Kunci: Motivasi Belajar Siswa, Full Day School. Perulangan

Motivasi belajar pada setiap individu itu berbeda, ada yang sangat kuat, sedang dan lemah. Motivasi itulah yang mendorong seseorang untuk semangat belajar baik dari dalam dirinya sendiriya atau dari luar dirinya sendiri. Motivasi inilah yang dikenal dengan motivasi instrinsik dan ekstrinsik. Motivasi belajar inilah yang  tumbuh di kelas XI RPL 3 SMKN 3 Pamekasan pada Materi Perulangan, meskipun dalam ranah Full Day School motivasi belajar siswa tinggi sehingga tujuan untuk mengetahui bagaimana motivasi siswa kelas XI RPL, faktor-faktor motivasi belajar siswa serta upaya guru dalam menumbuhkan motivasi belajar siswa tercapai dalam penelitian ini. Dimana dengan menggunakan jenis penelitian kulitatif deskriptif, penelitian dapat menyajikan hal konkrit berupa kata-kata tertulis baik dengan menyajikan dalam bentuk tabel, gambar dan diagram agar lebih jelas sehingga dari 35  siswa kelas XI RPL 3 yang menjadi populasi diperoleh 17 (48%)  kategori siswa motivasi tinggi, 14 (40%) kategori siswa motivasi sedang dan 4 (11%) dari kategori siswa motivasi rendah dengan rentang nilai angket 1-3 lebih, kemudian dipilih 30% dari masing-masing kategori motivasi tadi untuk dijadikan sampel yaitu sebanyak 10 sampel dimana, untuk Motivasi tinggi sebanyak 5 siswa, motivasi sedang 4 siswa dan motivasi rendah 1 siswa yang akan diwawancarai untuk menentukan motivasi instrinsik atau ekstrinsik dengan wawancara mendalam.\. dari 10 sampel hanya ada 1 siswa yang memeiliki motivasi ekstrinsik.      

"
