"Kalimat Berita","Jenis Berita"
"Jakarta-Dokter spesialis penyakit dalam bicara pentingnya deteksi dini HIV pada ibu hamil. Hal itu penting agar penularan antara ibu yang positif HIV kepada anaknya bisa dicegah.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT(/)dokter zubairi djoerbanhivhiv aidshari aids sedunia","Health"
"Jakarta-Kabar duka datang dari dunia hiburan Tanah Air. Aktris Kiki Fatmala meninggal dunia pada Jumat (1/12/2023). Pihak keluarga mengungkap penyebab meninggalnya Kiki Fatmala yakni komplikasi kanker.""Kiki Fatmala meninggal dunia pada 1 Desember 2023 pada usia 56 tahun, karena komplikasi akibat kanker,"" tulis pihak keluarga di akun @qq_fatmala, Jumat (1/12/2023).Kiki Fatmala bercerita sempat didiagnosis kanker paru-paru stadium 4 pada November 2021. Ia lalu menjalani radioterapi, kemoterapi dan terapi imun untuk memulihkan kesehatannya.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTKanker paru adalah suatu kondisi saat sel-sel tumbuh secara tidak terkendali di dalam organ paru-paru. Seperti jenis kanker lainnya, stadium kanker paru-paru dikategorikan berdasarkan seberapa luas penyebarannya di dalam tubuh. Hanya saja kanker paru biasanya baru ketahuan saat stadium lanjut.""Semua penyakit kanker yang solid, itu dibedah dan bisa sembuh, hanya saja 80 persen ketemu stadium lanjut,"" ujar Prof dr Elisna Syahrudin, PhD. SpP(K), Guru Besar Departemen Pulmonologi dan Kedoteran Respirasi Fakultas Kedokteran Universitas Indonesia (FKUI) dalam temu media di Menteng, Jakarta Pusat, Jumat (24/11).Baca juga:Kiki Fatmala Meninggal Dunia, Ada Riwayat Kanker Paru Stadium 4dr Elisna menjelaskan kanker paru-paru stadium 4 berarti jenis kankernya sudah bermetastasis atau telah menyebar dari lokasi asalnya. Penyebaran kanker paru bisa di berbagai organ di tubuh, namun terbanyak di otak.""Kadang-kadang menyebar ke hati, perutnya jadi membengkak. Ke tulang, dada nyeri. Sakit kepala, nyeri kepala hebat. Penyebaran paling banyak adalah ke otak dan ke tulang,"" tuturnya.Angka kematian kanker paru disebut termasuk tinggi karena kebanyakan pasien datang dalam kondisi stadium lanjut. Sekitar 70 persen kasus kanker paru di Indonesia merupakan usia produktif.""Pengobatan untuk kanker paru itu bisa bedah, bisa radioterapi, bisa kemoterapi, bisa terapi target, bisa imunoterapi. Tidak semua orang sama pilihannya,"" tandasnya.Baca juga:Cerita Dokter di China Tangani 180 Pasien Dalam Semalam Imbas Pneumonia MisteriusSimak Video 'Aktris Senior Kiki Fatmala Meninggal':[Gambas:Video 20detik](kna/suc)kiki fatmalakiki fatmala meninggal duniakiki fatmala meninggalkiki fatmala kanker stadium 4kanker paru-paru","Health"
"Jakarta- TNI AL mengerahkan kapal KRI Radjiman Wedyodiningrat-992 untuk misi kemanusiaan ke Palestina. Kapal rumah sakit ini dilengkapi dengan sejumlah fasilitas medis.","Health"
"Jakarta-Aktris senior Kiki Fatmala meninggal dunia di usia 56 tahun pada 1 Desember 2023. Kabar ini diketahui melalui akun Instagram pribadinya, @qq_fatmala.""Dengan kesedihan mendalam dan hati yang berat, kami ingin mengumumkan berpulangnya yang tercinta Kiki Fatmala, yang bukan hanya orang terkasih keluarga kami, tetapi juga sahabat yang dikenal oleh banyak orang,"" tulis informasi tersebut yang dilihatdetikcom, Jumat (1/12/2023).""Kiki Fatmala meninggal dunia pada 1 Desember 2023 pada usia 56 tahun, karena komplikasi akibat kanker,"" sambungnya.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Cerita Dokter di China Tangani 180 Pasien Dalam Semalam Imbas Pneumonia MisteriusSebelumnya, Kiki Fatmala didiagnosis mengidap kanker paru-paru stadium IV pada 19 November 2021. Saat itu, Kiki mengaku sangat terpuruk dan merasa hidupnya sudah tidak akan lama lagi.""19 November 2021 hari semuanya berubah. Itu adalah hari dimana saya didiagnosis menderita Kanker Paru-Paru Stadium IV,"" tulis Kiki dalam postingan yang diunggah pada 20 April 2022.Dalam unggahan di Instagram pribadinya, Kiki memperlihatkan perjalanan proses pengobatan yang dijalaninya di rumah sakit Singapura. Kiki kemudian pertama kali menjalani tes kanker pada 23 November 2021.Selama itu, Kiki menjalani radioterapi, kemoterapi, dan terapi imun sampai akhirnya sembuh di bulan April 2022.""Ini adalah sebuah perjalanan yang menunjukkan saya bahwa mukjizat itu nyata dan untuk menghargai setiap momen dalam perjalanan yang disebut kehidupan ini,"" sambungnya.Baca juga:Kondisi Bocah di Lahat usai Kemaluannya Terpotong saat Sunatan Massal(sao/kna)kiki fatmalakiki fatmala meninggal duniakiki fatmala meninggalkankerkanker paru","Health"
"Jakarta-Seorang dokter keturunan Inggris-Palestina, Ghassan Abu Sittah, membagikan kisahnya yang bekerja selama 43 hari di ruang operasi di rumah sakit Kota Gaza. Selama itu pula dirinya melihat keadaan rumah sakit dan kondisi pasien yang sangat mengkhawatirkan akibat serangan Israel.Salah satu contohnya saat sebuah roket mendarat di dekat lokasi rumah sakit Al ahli di Gaza pada 17 Oktober 2023. Kejadian ini membuat salah satu pria tua menjadi korban dan harus mengamputasi kaki kanannya.""Di sebelah kanan, saya melihat seorang pria berusia pertengahan lima puluhan dengan amputasi setinggi pertengahan paha. Seperti amputasi guillotine, ada darah yang muncrat melalui arteri yang terbuka di tunggulnya,"" imbuh Ghassan, dikutip dari Sky News, Kamis (30/11/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Kondisi Bocah di Lahat usai Kemaluannya Terpotong saat Sunatan Massal""Saya mengambil ikat pinggangnya dan mengikatnya sebagai tourniquet. Saya pindah ke pasien lain yang menerima satu (sepotong) pecahan peluru di lehernya, darah muncrat dari lehernya,"" tuturnya.Melihat kejadian tersebut selama lebih dari sebulan di ruang operasi rumah sakit Gaza, Ghassan mengatakan jika dirinya mengalami masa-masa sulit. Ia bahkan menggambarkan keadaan rumah sakit seperti apokaliptik, kehancuran total atau akhir dunia bak seperti kiamat.Dalam konferensi pers di London, Ghassan juga berbicara tentang cedera yang ditanganinya selama bertugas di sana. Dia mengungkapkan sebagian besar luka korban adalah luka ledakan.""Sebagian besar cedera pada awalnya adalah luka ledakan, dan ini adalah trauma jaringan lunak yang parah, trauma wajah yang parah, dan beberapa patah tulang,"" kata Ghassan.""Seiring berjalannya waktu, kita melihat diperkenalkannya bom pembakar. Di mana pasien harus mengalami lebih dari 40 persen dari total luas permukaan tubuh mereka terbakar,"" katanya.Baca juga:Cerita Dokter di China Tangani 180 Pasien Dalam Semalam Imbas Pneumonia MisteriusSimak Video ""WHO: RS Al Ahli Gaza Pernah Terima Perintah Evakuasi Israel""[Gambas:Video 20detik](suc/suc)gazagaza darurat kemanusiaangaza diserang israelrumah sakit gaza","Health"
"Jakarta-Seorang dokter menceritakan kondisi rumah sakit tempatnya bekerja di tengah lonjakan kasus penyakit pernapasan yang terjadi di China baru-baru ini. Ia menyebut pasien yang datang mungkin 2-3 kali lebih banyak dibandingkan saat pandemi COVID-19.""Seorang dokter harus menangani sebanyak 180 pasien dalam satu shift malam,"" ujar dokter yang memimpin di unit anak di Rumah Sakit Ketiga Universitas Peking, Dr Han Tongan, dikutip dariNewsweek, Jumat (1/12/2023).""Karena begitu banyak pasien yang datang pada malam hari dan setelah tengah malam,"" sambungnya.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSejak pertengahan Oktober, kelompok infeksi saluran pernapasan, yang sebagian besar terjadi pada anak-anak, telah meningkat. Hal ini membuat kapasitas rumah sakit di banyak rumah sakit di China utara menjadi kewalahan.Organisasi Kesehatan Dunia (WHO) mengatakan, data yang diberikan oleh China menunjukkan penyakit-penyakit tersebut sebagian besar disebabkan oleh influenza, pneumonia mikoplasma, infeksi rhinovirus, virus pernapasan, dan adenovirus.""Dibandingkan dengan tingkat yang terlihat pada tahun 2017 dan 2018 sebelum pandemi COVID-19 melanda, jumlah hariannya meningkat dua kali lipat, bahkan tiga kali lipat,"" kata Han.Baca juga:Terkait Mycoplasma Pneumonia di China, Kemenkes Sebut Tak Lebih Parah dari COVIDVolume pasien yang lebih tinggi membuat ketersediaan tenaga medis di rumah sakit semakin sedikit. Sehingga membuat mereka kesulitan untuk menambah staf dan mendistribusikan kembali sumber daya.Beberapa institusi dilaporkan harus menutup departemen rawat jalan mereka dan mengalihkan semua perhatian ke perawatan darurat. Dr Han mengungkapkan bahwa selama dari 20 tahun berpraktik medis, dia belum pernah menyaksikan dua dokter darurat bekerja shift malam secara bersamaan.Dr Han mengatakan total kunjungan pasien rawat jalan dan gawat darurat mulai stabil pada pekan ini, setelah mencapai puncaknya pada pekan lalu.Dokter anak lainnya yang bekerja di Rumah Sakit Persahabatan China-Jepang, Dr Xu Xiaojing, juga menceritakan hal serupa. Ia mengaku dirinya menangani hampir 160 pasien dalam satu shift malam pada minggu lalu.""Ada begitu banyak anak yang menunggu di luar. Saya hanya minum air dua kali dan pergi ke toilet dua kali sepanjang giliran kerja, dan merasa hampir pingsan menjelang akhir shift,"" beber Dr Xu.Komisi Kesehatan Nasional China (NHC) menyarankan anak-anak dengan gejala ringan sebaiknya tinggal di rumah, dan menekankan peningkatan risiko infeksi silang di rumah sakit yang padat dengan waktu tunggu yang lama. Komisi tersebut mendorong masyarakat untuk mendapatkan vaksinasi terhadap penyakit terkait, memakai masker, dan mengambil tindakan pencegahan yang diperlukan jika mengalami gejala pernafasan.Khususnya, komisi kesehatan menjelaskan bahwa anak-anak berusia 1 hingga 4 tahun sebagian besar terinfeksi virus influenza dan rhinovirus. Sementara anak-anak berusia 5 hingga 14 tahun, lebih banyak terkena influenza, pneumonia mikoplasma (dikenal sebagai pneumonia berjalan), dan adenovirus.Baca juga:Kondisi Bocah di Lahat usai Kemaluannya Terpotong saat Sunatan MassalSimak Video ""Kasus Pneumonia 'Misterius' Anak Belanda  Meningkat Hampir 25%""[Gambas:Video 20detik](sao/suc)pneumonia misteriuspneumonia misterius di chinapneumonia misterius anakchina","Health"
"Jakarta-Setiap orang pernah mengalami batuk. Meski terlihat gejala umum, ada baiknya untuk tidak menganggap remeh penyakit ini.Artikel ini akan membahas gejala dan pengobatan batuk secara lengkap.Pada dasarnya, batuk merupakan refleks pertahanan alami tanpa melibatkan otak. Dikutip dari halodoc, tindakan ini bertujuan untuk membersihkan tenggorokan dari lendir atau iritasi karena paparan benda asingAda banyak penyebab batuk, mulai dari yang ringan sampai yang serius. Secara ilmiah, sensor di bronkus memberi sinyal ke otak tentang adanya lendir, benda asing, kuman, atau zat berbahaya di dalam paru-paru.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTAkibatnya, diafragma dan otot pernapasan mengalami kontraksi dan meningkatkan tekanan, sehingga mengeluarkan udara secara tiba-tiba. Lalu, gerakan silia di bronkus membantu mengangkut lendir dan benda asing keluar dari saluran pernapasan.Dari alasan tersebut, batuk di satu sisi menjadi hal baik untuk membersihkan saluran pernapasan. Gejala batuk dapat membaik dalam beberapa hari, sampai dua minggu. Namun, jika batuk berlangsung lebih lama, maka ini sudah disebut batuk akut.Jenis-jenis BatukSeperti dikemukakan di atas, batuk adalah gejala umum yang bisa saja dialami orang-orang tanpa diketahui. Mengenali jenis batuk dapat memberi petunjuk kepada orang apa penyebabnya.Tentu, ada rasa tidak nyaman ketika batuk. Apalagi, jika suara kerasnya bergetar berkali-kali sehingga mengganggu ketentraman orang di sekitar.Di samping tentang kenyamanan, mengetahui jenis batuk berguna untukmengenali sebabkemunculannya. Berikut ini jenis-jenis batuk yang perlu Anda ketahui:1. Batuk BasahJenis batuk ini ditandai dengan penumpukan lendir di bronkus. Penyebab umumnya karena infeksi bronkus atau bronkitis kronis yang mencegah bakteri dan virus menempel pada jaringan. Lebih jelasnya, batuk basah merupakan upaya tubuh untuk mengeluarkan dahak.2. Batuk KeringBatuk kering berhubungan dengan selaput lendir yang kering dan teriritasi. Jenis batuk ini sering terjadi pada tahap awal infeksi seperti flu. Dalam beberapa kasus, batuk kering bisa dipicu karena asap, debu, atau partikel polusi.3. Batuk AkutPernah merasakan atau melihat pengidap batuk dalam waktu lama? Mungkin dia mengalami batuk akut. Seseorang dapat dikatakan mengalami batuk akut jika berlangsung kurang dari delapan minggu. Pada sebagian besar kasus, penyakit ini disebabkan oleh infeksi flu atau bronkitis akut.4. Batuk KronisBatuk kronis merupakan tahapan lanjut ketika batuk berlangsung lebih dari delapan minggu. Jika sudah mengalaminya, Anda harus pergi konsultasi ke dokter karena penyebabnya bisa banyak.5. Batuk CroupBatuk Croup umumnya menjangkiti anak-anak di bawah 5 tahun. Penyebabnya bisa karena infeksi virus. Ada iritasi dan pembengkakan pada saluran napas bagian atas yang membuatanak sulit bernapas. Pengidapnya akan mengeluarkan suara serak dan napas melengking.6. Batuk BerdarahIni merupakan jenis batuk yang perlu perhatian serius. Kemungkinan, darah yang muncul berasal dari paru-paru atau saluran udara. Sebaiknya, segera periksa ke rumah sakit terdekat jika Anda mengalami batuk disertai darah untuk mendapat penanganan lebih lanjut.Penyebab BatukAnda sudah merasa tidak enak dengan batuk, meraba-raba area di sekitar tenggorokan. Apa sebenarnya penyebab batuk ini? Apa pun penyebab batuk, gejalanya perlu diredakan agar membuat kehidupan sehari-hari Anda menjadi lebih lancar. Berikut ini beberapa kemungkinan penyebab batuk:1. Refleks untuk Membersihkan TenggorokanSebagaimana penjelasan di awal, batuk berfungsi untuk membersihkan tenggorokan. Ketika saluran udara tersumbat oleh lendir atau partikel asing, tubuh akan memberi reaksi refleks untuk membersihkan partikel dan membuat pernapasan lebih mudah.2. VirusVirus adalah penyebab umum yang membuat infeksi saluran pernapasan, seperti flu atau pilek, mengutip lamanHealthline. Jika menengok ke belakang, pengidap COVID-19 juga mengalami batuk akibat virus corona.3. MerokokOrang dengan kebiasaan merokok rentan mengalami batuk. Pengidapnya selalu mengalami batuk kronis dengan suara khas. Jika Anda termasuk perokok berat, mungkin kesenangan Anda tersebut merupakan indikasi awalnya.4. AsmaBatuk asma sering melibatkan mengi dan membuat dokter mudah mengidentifikasinya. Pengidap batuk asma umumnya menjangkit para anak-anak. Pengobatannya dapat dengan membuka saluran udara lewat inhaler. Tetapi, seiring bertambah usia, anak-anak dapat sembuh dari asmanya.5. Obat-obatanBeberapa obat dapat memberikan efek samping seperti batuk. Salah satunya jika menggunakan angiotensin-converting enzyme (ACE), obat yang membantu merilekskan pembuluh darah untuk menurunkan tekanan darah. Tetapi, efek samping ini jarang ditemukan. Jika Anda sudah berhenti menggunakan obat, batuk pun dapat reda.Cara Mengobati BatukPengobatan batuk bisa dilakukan dengan penanganan di rumah atau lewat rangkaian media di unit pelayanan kesehatan terdekat. Jika ingin melakukan pengobatan di rumah, berikut beberapa tips yang dapat Anda lakukan:1. Pengobatan di RumahKarena batuk umumnya dapat reda sendiri dalam beberapa hari, Anda bisa melakukan pengobatan secara tradisional di rumah.Apa saja yang dapat dilakukan untuk mengobati batuk ini?Langkah pertama adalah mengonsumsi air minum dalam jumlah banyak agar tetap terhidrasi. Layaknya Anda kehausan sehabis berolahraga.Anda bisa membuat teh hangat dengan campuran madu atau jahe. Jika ingin membersihkan tenggorokan dari lendir, Anda bisa berkumur air garam hangat beberapa kali dalam sehari.Langkah penting yang tidak dapat dilewatkan adalah menjaga kebersihan rumah atau kamar. Sebisa mungkin, ruangan bebas dari paparan debu yang bisa berhamburan dari barang-barang di sekitar rumah.2. Pengobatan MedisPengobatan medis dilakukan bilamana batuk tidak kunjung membaik dalam beberapa hari, batuk Anda menjadi tambah parah, gatal, dan banyak lendir di tenggorokan, suara mulai hilang, hingga badan jadi meriang. Semua ini tentunyabadan menjadi mudah lelah.Langkah yang tepat adalah beli obat di apotek dengan komposisi yang lengkap, sehingga bisa meredakan semua gejala yang dialaminya. Dengan demikian tidak perlu banyak minum obat, praktis, dan ekonomis. Nellco Special OBH adalah obat batuk dengan komposisi lengkap untuk redakan batuk berdahak yang disertai flu, bersin-bersin, hidung meler, hidung tersumbat, badan meriang, dan sakit kepala.Foto: Beberapa jenis obat batuk Nellco Special OBH (dok. Nellco)Nellco Special OBH bukan sekadar obat batuk hitam biasa dan beda dengan merek lainnya. Tidak ada kandungan alkohol dan tentunya halal, sehingga aman dikonsumsi seluruh lapisan masyarakat baik dewasa dan anak-anak.Nellco Special OBH juga memiliki kelebihan lain yakni sirupnya yang kental dan mengandung minyak peppermint yang membuat hangat dan lama menempel di tenggorokan, sehingga terasa nyaman di tenggorokan dan hidung jadi plong.Nellco Special OBH merupakan obat batuk berdahak yang mereknya sudah melegenda sejak puluhan tahun lalu karena khasiatnya yang mujarab.Nellco Special OBHdiproduksi oleh PT Nellco Indopharma yang bisa ditemukan di apotek terdekat atau bisa dibeli via e-commerce seperti Tokopedia, Shopee, Blibli, dan Bukalapak.Jika batuk tidak kunjung sembuh karena ada komplikasi bakteri atau virus, maka harus kunjungi dokter atau unit pelayanan kesehatan terdekat.Dokter perlu penanganan lebih lanjut untuk melakukan tes tambahan seperti:Rontgen dada untuk mengetahui kebersihan paru-paruTes darah dan kulit untuk mengetahui respons alergiAnalisis dahak atau lendir untuk mengetahui adanya tanda-tanda bakteri atau TBC.Alasan lain mengapa harus pergi ke dokter karena jenis batuk yang dialami. Terlebih jika batuk sudah berlangsung lebih dari delapan minggu, mengeluarkan darah, atau tiba-tiba demam tinggi. Jika sudah mengalami gejala demikian, maka Anda sudah semestinya mengunjungi dokter.Untuk info lebih lanjut tentang Nellco Special OBH, bisa kunjungiwebsite resmiwww.ptlenko.comatau Instagram@nellcospecialobh.officialbisa pula hubungimarketing@ptlenko.comatau hotline0877 8193 1185.(Content Promotion/Nellco Special OBH)content promotion","Health"
"Jakarta-Kemaluan seorang anak di Lahat, Sumatera Selatan (Sumsel) terpotong saat mengikuti acara sunatan massal. Kejadian tersebut terjadi pada hari Selasa (17/10/2023), saat Dinas Kesehatan (Dinkes) Kabupaten Lahat mengatakan kegiatan sunat massal di Desa Masam Pulau, Kecamatan Tanjung Sakti Pumi, Kabupaten Lahat, Sumsel.Kuasa hukum korban, Fitriadi menjelaskan, pada saat kejadian, bidan yang menangani korban langsung memberitahu kepada ayah korban bahwa alat vital sang anak sedikit terpotong. Akan tetapi, bidan tersebut mengklaim hal itu bukanlah sebuah masalah besar. Setelah kegiatan tersebut, korban langsung mengalami perdarahan besar di bagian alat vitalnya sekitar pukul 03.00 waktu setempat.""Jadi saat selesai dilakukannya praktik sunat tersebut, oknum bidan tersebut memberitahu kepada ayah korban alat vitalnya sedikit terpotong, tapi bukan suatu masalah"" katanya kepadadetikSumbagsel, Rabu (29/11/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Bappenas Colek Kemenkes RI usai Terima Penolakan Nyamuk BerwolbachiaKorban dilaporkan mengalami gangguan saat tengah buang air kecil. Terlebih, ia mengalami gangguan psikologis seperti mudah marah dan menyendiri. Dokter menuturkan, alat vital korban yang terpotong bagian kepalanya sudah tak bisa disambung kembali.Imbas hal tersebut, ayah korban berinisial AL berharap keadilan terhadap kasus anaknya. Dia pun berharap pihak oknum yang menangani praktik sunat anaknya dapat bertanggung jawab. Saat ini pihak kuasa hukum korban sudah melaporkan oknum bidan yang menangani bocah tersebut ke Polda Sumsel dan sedang diproses lebih lanjut.""Saya sebagai orang tua meminta keadilan untuk anak saya dan meminta kepada oknum yang bersangkutan untuk bertanggung jawab atas kejadian ini,"" katanya.Baca juga:Terkait Mycoplasma Pneumonia di China, Kemenkes Sebut Tak Lebih Parah dari COVIDLANJUTKAN MEMBACA DI SINISimak Video 'Duh! Kemaluan Bocah di Lahat Terpotong saat Sunatan Massal, Polisi Selidiki':[Gambas:Video 20detik](suc/suc)kemaluan bocah terpotongkemaluan terpotongsunat massallahatdetiksumbagsel","Health"
"Daftar IsiMakanan Pembersih Jantung1. Minyak Zaitun Ekstra Virgin2. Buah-buahan3. Cokelat Hitam4. Ikan5. Sayuran Berdaun Hijau6. Kunyit7. Biji Rami8. Buah Bit9. Rempah-rempah10. Bawang BombayJakarta-Jantung merupakan organ yang sangat penting dalam tubuh. Jantung menjad pemompa darah ke seluruh tubuh dan menampungnya kembali setelah paru-paru membersihkan darah tersebut.Sehingga, jika ada masalah dengan jantung, tentu bisa berakibat pada organ tubuh lainnya. Penyakit jantung biasanya disebabkan oleh penyumbatan pada pembuluh arteri dimana darah yang menuju jantung tidak mengalir dengan sempurna.Kondisi ini disebut dengan aterosklerosis. Lantas, adakah makanan yang bisa 'membersihkan jantung' dengan mencegah penyumbatan di arteri?ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTMakanan Pembersih JantungAterosklerosis terjadi ketika lemak, kolesterol dan bahan kimia lainnya menumpuk di dinding bagian dalam arteri jantung. Penumpukan arteri ini disebut dengan plak.Banyaknya plak bisa membatasi arteri sehingga menghambat aliran darah. Untuk itu, pola makan yang sehat penting dilakukan. Berikut beberapa makanan yang dapat membersihkan dan mencegah penyumbatan di arteri.1. Minyak Zaitun Ekstra VirginOrang yang memiliki kolesterol tinggi berisiko mengalami penyumbatan arteri jantung, sehingga harus mengontrol asupan lemak yang masuk ke tubuh. Mengutip Marham, minyak zaitun ekstra virgin dibuktikan bisa mengurangi risiko serangan jantung dan aterosklerosis.Minyak ini kaya akan antioksidan yang membantu mengurangi beban jantung. Selain itu kandungan asam lemak tak jenuh tunggalnya membantu menurunkan kolesterol.2. Buah-buahanBuah-buahan mengandung serat tinggi dan kaya akan vitamin juga mineral. Adapun buah yang sangat baik untuk jantung adalah beri dan jeruk.3. Cokelat HitamKakao dan coklat hitam bisa membantu menangkal aterosklerosis. Keduanya kaya akan senyawa tanaman polifenol yang membantu meningkatkan produksi oksida nitrat dan mengurangi peradangan di arteri. Sehingga, mampu meningkatkan fungsi fisik pada penderita aterosklerosis.Produk kakao dan coklat hitam juga mengandung komponen tanaman polifenol yang tinggi. Penelitian pun menunjukkan bahwa mengkonsumsi coklat bisa mengurangi risiko penyakit jantung koroner, stroke dan diabetes.4. IkanIkan yang kaya akan asam lemak omega 3 terbukti mampu menurunkan kadar kolesterol berbahaya dalam tubuh. Kamu bisa mengonsumsi dua ikan perminggu. Adapun beberapa ikan yang baik untuk mengatasi penyumbatan arteri adalah sarden makarel, salmon dan herring.Baca juga:Hal-hal yang Bisa Terjadi pada Tubuh saat Keseringan Begadang, Termasuk Serangan Jantung5. Sayuran Berdaun HijauSayuran berdaun hijau seperti selada, bayam dan kangkung kaya akan nutrisi yang dapat membantu mencegah aterosklerosis. Makanan ini juga membantu meningkatkan fungsi pembuluh darah dan mengurangi peradangan.Beberapa penelitian pun menunjukkan bahwa mengkonsumsi sayuran berdaun hijau menjadi strategi yang fantastis untuk menurunkan risiko penyakit jantung.6. KunyitKunyit mengandung kurkumin yang merupakan anti-inflamasi yang ampuh. Peradangan adalah penyebab utama aterosklerosis.Kunyit juga dapat mengurangi kerusakan dinding arteri yang menyebabkan pembekuan darah dan penumpukan plak. Kamu bisa meminum susu kunyit hangat setiap hari.7. Biji RamiBiji rami dapat mencegah penyumbatan pada arteri. Biji ini mengandung banyak serat, lemak baik, vitamin, mineral, kalsium dan magnesium.Selain itu, biji rami mengandung secoisolariciresinol diglucoside,molekul lignan dengan efek anti inflamasi dan penurun kolesterol yang bisa membantu mencegah aterosklerosis. Biji rami juga bisa melindungi tubuh dari serangan jantung dan stroke.8. Buah BitBit kaya akan nitrat. Mengkonsumsi buah ini dapat membantu meningkatkan fungsi pembuluh darah dan mengurangi peradangan. Sehingga dapat membantu mencegah aterosklerosis.9. Rempah-rempahRempah-rempah seperti jahe, merica, cabai dan kayu manis bisa membantu mencegah penyumbatan arteri. Menurut Healthline, sifat anti-inflamasinya bisa membantu mengurangi radikal bebas, meningkatkan kadar lipid darah dan mengurangi penggumpalan trombosit dalam darah.10. Bawang BombayBawang bombay dapat mendukung kesehatan arteri. Penelitian menunjukkan bahwa bawang bombay bisa melindungi arteri.Bawang bombay mengandung senyawa sulfur yang menurut ilmuwan dapat membantu mencegah peradangan pembuluh darah, menghambat penggumpalan trombosit dalam darah dan meningkatkan ketersediaan oksida nitrat. Semua efek ini bisa membantu melindungi tubuh dari aeriklersus dan meningkatkan kesehatan arteri.Itulah berbagai makanan pembersih jantung yang baik untuk kesehatan arteri. Perlu diketahui, sebaiknya makanan-makanan yang disebutkan tidak diolah terlalu lama dengan garam dan gula demi kesehatan tubuh. Semoga artikel ini membantumu detikers.Baca juga:7 Kebiasaan Sederhana Bikin Jantung Sehat, Bisa Dilakukan Tiap HariSimak Video ""Pemasangan Ring pada Jantung Boleh Dilakukan Berkali-kali""[Gambas:Video 20detik](elk/row)jantungmakananarteri","Health"
"Jakarta-Pneumonia 'misterius' di China mungkin saja akan tersebar juga di Indonesia. Meski begitu, sebenarnya kasus pneumonia sudah lama ada di Indonesia, namun jarang dan gejalanya ringan.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT(/)dokter erlina burhanpneumoniamycoplasma pneumonia","Health"
